"","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES","cluster"
"1232",23,1913.63157894737,39.1578947368421,8.56578947368421,1,3,19,12,3
"1233",21,1812.93896103896,33.3116883116883,5.99025974025974,2,19,77,35,3
"1234",21,2228.11382352941,37.3970588235294,6.45220588235294,4,36,272,70,1
"1235",22,1345.05263157895,33.0526315789474,5.23684210526316,1,4,19,4,2
"1236",22,1590.92411042945,32.5521472392638,6.43558282208589,5,29,163,92,3
"1237",23,1312.44918918919,34.4054054054054,6.56081081081081,2,7,37,19,2
"1238",23,1821.23076923077,27.3076923076923,5.30769230769231,2,6,13,8,3
"1239",22,1302.59884615385,32.0384615384615,4.92884615384615,3,17,130,69,2
"1240",24,1249.55315789474,23.7894736842105,5.10526315789474,3,5,38,15,2
"1241",22,1191.34302325581,32.8372093023256,4.58139534883721,2,12,43,20,4
"1242",22.5,1099.55285714286,27.7142857142857,5.24107142857143,2,13,28,13,4
"1243",22,1472.17363636364,37.3636363636364,6.13636363636364,3,5,11,8,2
"1244",21,1820,64,8,1,1,3,1,3
"1245",22,945.25,28.8,4.2,1,2,5,2,4
"1246",23,1290.1848,39.44,6.55,2,11,25,12,2
"1247",23,2010.734375,37.4375,7.5625,2,7,16,11,3
"1248",21,1629.84375,27.0625,4.4375,1,8,16,6,3
"1249",23,2158.91666666667,29,5.16666666666667,1,3,3,3,1
"1250",22,1872.70277777778,41.7037037037037,6.5787037037037,3,11,54,30,3
"1251",20.5,1055.37857142857,34.5,4.53571428571429,2,4,14,8,4
"1252",23,1586.80555555556,35.0555555555556,6.13888888888889,2,10,18,14,3
"1253",22,1100,30,5,1,1,1,1,4
"1254",20.5,2144,30,4,1,1,2,1,1
"1255",22,1548.84234567901,32.6172839506173,5.62654320987654,2,18,81,46,2
"1256",22.5,1221.211,24.58,4.63,2,14,50,17,4
"1257",23,1525.64705882353,31.1764705882353,5.72058823529412,2,10,17,11,2
"1258",21,1600,33.3333333333333,5.5,1,2,3,2,3
"1259",22,1640.36,35.8181818181818,4.09090909090909,1,5,11,6,3
"1260",22,2443.75,27,5.75,1,1,2,1,1
"1261",23,1650.82224137931,30.7241379310345,5.53448275862069,2,23,58,28,3
"1262",22,1176.13111111111,26.2222222222222,5.22222222222222,2,6,9,5,4
"1263",22,1745.96458333333,33.4166666666667,6.05208333333333,2,9,24,13,3
"1264",22,1187.5,17,3.75,1,2,6,1,4
"1265",21,1100,25,5,1,1,1,1,4
"1266",22,1605.60606741573,32.2247191011236,5.94943820224719,5,53,267,139,3
"1267",21,1546.40333333333,35.7333333333333,6.25833333333333,1,12,30,16,2
"1268",22,1691.71675,34.075,5.98125,2,19,40,26,3
"1269",20,2400,23,4,1,1,2,1,1
"1270",21,1731.84375,39.5,6.28125,1,4,8,4,3
"1271",23,1473.39516129032,36.4838709677419,6.12903225806452,4,13,31,18,2
"1272",22,1615,36,4.75,1,1,1,1,3
"1273",20,1072.5,22,4.25,1,4,5,2,4
"1274",22,2121.8714,41.08,5.21,2,7,25,10,1
"1275",23,1740.33333333333,38.8333333333333,5.6,2,10,30,13,3
"1276",22.5,1360.625,28.875,5.5625,2,4,8,5,2
"1277",22,1892.34534883721,34.4651162790698,6.15697674418605,2,13,43,20,3
"1278",22,1725.58558139535,32.1860465116279,5.86627906976744,2,17,43,19,3
"1279",21,1502.92,31.8571428571429,5.79761904761905,3,11,21,14,2
"1280",22,1377.64920318725,29.8406374501992,5.699203187251,5,48,251,100,2
"1281",23,1214.41666666667,26,4.66666666666667,2,2,3,2,4
"1282",21,985.255853658537,34.4146341463415,5.25609756097561,1,6,41,20,4
"1283",21,1112.5,36,5.3,1,3,5,2,4
"1284",22,1218,30.8,4.6,1,2,5,2,4
"1285",21,1534.10714285714,32,4.32142857142857,2,2,7,3,2
"1286",23,1494.7375,31,3.8125,1,2,8,2,2
"1287",22,1536.39698030635,31.4967177242888,5.92997811816193,9,48,457,166,2
"1288",22,1294.99495890411,31.5698630136986,5.92534246575342,2,37,365,140,2
"1289",22,1203.19052884615,29.9639423076923,5.07211538461539,4,35,416,148,2
"1290",22,1526.53495934959,35.479674796748,6.09552845528455,3,11,123,54,2
"1291",22,1625,26.5,5.75,2,1,4,2,3
"1292",22,1485.98409090909,27.1818181818182,5.79545454545455,2,8,22,11,2
"1293",22,1406.41659090909,35.9469696969697,5.91098484848485,3,13,132,48,2
"1294",23,1186.385625,29.1666666666667,5.04947916666667,2,22,96,34,4
"1295",22,1198.517375,35.3541666666667,5.79583333333333,2,26,240,81,2
"1296",23,1745.72,25.0384615384615,6.58653846153846,3,4,26,17,3
"1297",21,1395.385625,35.1875,5.296875,2,4,16,12,2
"1298",22,1053.26104477612,29.2089552238806,4.40298507462687,2,9,67,40,4
"1299",22,1218.97619047619,32.3333333333333,4.22023809523809,2,10,42,16,4
"1300",22,996.24,30,4,1,1,2,1,4
"1301",21.5,634.5,11.5,6.75,2,3,4,3,4
"1302",22,1157.67120879121,33.1648351648352,5.24450549450549,4,18,91,47,4
"1303",21,1275.80769230769,35,5.18269230769231,2,10,26,11,2
"1304",21.5,1297.98315789474,33.1315789473684,4.92105263157895,4,13,76,21,2
"1305",24,1206.545,26.7,5.875,2,7,20,9,4
"1306",24,1290.61081081081,29.7297297297297,5.58108108108108,2,11,37,28,2
"1307",22,2408.25,31.5,4.75,2,1,2,1,1
"1308",21,1600,35.6,4,1,1,5,1,3
"1309",22,1597.86955696203,35.4556962025316,5.8370253164557,4,39,158,64,3
"1310",48,2529.5,40,5.75,2,2,2,2,1
"1311",21,1348.87058823529,36.4117647058824,5.32352941176471,2,5,17,5,2
"1312",22,1855.80622222222,35.1777777777778,5.65,2,18,45,15,3
"1313",22,1572.31769784173,34.1294964028777,5.74640287769784,3,27,139,54,2
"1314",23,2532.39285714286,58.7142857142857,7.03571428571429,1,2,7,2,1
"1315",23,1446.03658536585,31.219512195122,6.59146341463415,2,18,41,16,2
"1316",21,1211.25,28.4074074074074,4.19444444444444,2,9,27,8,4
"1317",22.5,1192.26541666667,37.875,5.125,2,5,24,7,4
"1318",22,1201.26080645161,30.9516129032258,4.7741935483871,3,19,62,30,4
"1319",20,1309.61904761905,30.3333333333333,4.09523809523809,2,7,21,4,2
"1320",22,1466.54927536232,36.0144927536232,5.94685990338164,4,42,207,92,2
"1321",21,1719.09130434783,34.8695652173913,5.30978260869565,2,18,46,21,3
"1322",22,1672.69545918367,35.3826530612245,6.05612244897959,3,41,196,89,3
"1323",23,1800,20,4.5,1,1,1,1,3
"1324",22,1343.43056910569,32.7886178861789,4.39227642276423,2,20,123,31,2
"1325",22,1184.68181818182,35.8181818181818,4.93181818181818,1,3,11,6,4
"1326",21.5,2061.21428571429,31.6428571428571,6.64285714285714,1,4,14,5,3
"1327",22.5,1681.73214285714,33.5952380952381,5.48809523809524,2,16,42,22,3
"1328",20,1322.28125,30.5,3.28125,1,1,8,2,2
"1329",24,3114.08,48.6666666666667,6.33333333333333,2,1,3,2,1
"1330",23,1433.46391304348,38.445652173913,6.65217391304348,2,27,92,41,2
"1331",21,782.857142857143,35.1428571428571,5.75,3,5,7,4,4
"1332",22,1855.31718253968,43.5476190476191,6.65873015873016,4,41,252,92,3
"1333",21,1872.41666666667,34.8333333333333,3.91666666666667,2,4,6,4,3
"1334",24,1300,10,10,1,1,1,1,2
"1335",22,1815.95681818182,45,7.78409090909091,2,14,66,28,3
"1336",22,1884.86904761905,37.7380952380952,6.47619047619048,2,14,42,19,3
"1337",21,1404.84704081633,34.0408163265306,6.13010204081633,3,21,98,48,2
"1338",22,1584.62491469816,37.6207349081365,7.07627952755906,4,92,1524,343,2
"1339",22,1783.56384615385,41.7435897435897,6.6025641025641,3,7,39,22,3
"1340",22,1877.09666666667,40.8888888888889,7.80555555555556,2,2,9,7,3
"1341",22,1671.09814285714,32.0285714285714,6.02142857142857,3,15,70,34,3
"1342",23,1800,28,5,1,1,1,1,3
"1343",22,1740.86848484848,38.5757575757576,6.96590909090909,2,16,66,32,3
"1344",20,1081.07142857143,41.5714285714286,6.82142857142857,1,3,7,5,4
"1345",22,1322.04545454545,39.6363636363636,6.43181818181818,2,3,11,5,2
"1346",23,1774.99936440678,39.8898305084746,7.08156779661017,2,48,236,97,3
"1347",22,1313,30,3.5,1,1,1,1,2
"1348",25.5,2750,16.5,5,1,2,2,1,1
"1349",22,1924.65369230769,49.0923076923077,7.56923076923077,2,15,65,22,3
"1350",22,1226.78590909091,44.5681818181818,7.20454545454545,2,19,44,22,4
"1351",21.5,4412.25,60,9.25,1,1,2,1,1
"1352",22,1785.65277777778,48.7777777777778,6.20833333333333,2,4,18,12,3
"1353",20,2500,30,5,1,1,1,1,1
"1354",22,1593.7808,43.92,7.04,2,18,50,27,3
"1355",22,1318.53427184466,31.1941747572816,4.85436893203883,3,17,103,42,2
"1356",22,1593.22229166667,37.6458333333333,6.92317708333333,2,39,192,71,3
"1357",23,2004.2,46.8,7.55,2,3,5,4,3
"1358",22,1178.03846153846,55.4230769230769,8.08653846153846,2,6,26,8,4
"1359",22,1665.3716091954,42.5057471264368,7.39367816091954,2,21,87,44,3
"1360",21,1057.5,35.3333333333333,7.08333333333333,1,1,3,3,4
"1361",22,1707.5154676259,40.2302158273381,7.56654676258993,3,31,139,45,3
"1362",22,1278.4,8,4,1,1,1,1,2
"1363",22,1467.96691176471,48.3235294117647,8.22794117647059,3,19,68,14,2
"1364",22.5,1631.25,37.8333333333333,4.45833333333333,2,3,6,4,3
"1365",21,3458.25,59,7.25,1,1,1,1,1
"1366",22,1640.05701986755,44.8940397350993,7.78807947019868,3,26,151,62,3
"1367",25,1110,0,3,1,1,1,1,4
"1368",27,896,29,5.6,2,3,5,4,4
"1369",22,1545.2674853114,37.2291421856639,7.22091656874266,6,79,851,230,2
"1370",23,1358.38636363636,40.1818181818182,7.20454545454545,2,5,22,11,2
"1371",24,1480.93285714286,33.5714285714286,5.71428571428571,2,1,7,6,2
"1372",22,872.92,30,4.5,2,1,2,2,4
"1373",21,1868.5,37.25,5.5,2,3,4,3,3
"1374",21,2385,0,5,1,1,1,1,1
"1375",22,1746.750234375,41.84375,6.30859375,3,24,128,48,3
"1376",19.5,2081.25,60,8.625,1,2,2,2,3
"1377",22.5,2128,45.5,5.95833333333333,2,4,6,5,1
"1378",22,1594.65111413043,40.1576086956522,7.28057065217391,4,54,368,144,2
"1379",25.5,2113.5,33,4.5,2,1,2,2,1
"1380",22,1124.5,60,8.65,2,2,5,3,4
"1381",22,2107.041875,41.125,6.978125,2,22,80,23,1
"1382",21.5,1414.75,40.75,6.6875,1,1,4,3,2
"1383",24,4025,24,8.75,1,1,1,1,1
"1384",20,3935.25,64,8.25,1,1,1,1,1
"1385",22,1661.31165413534,45.9548872180451,7.50751879699248,4,35,133,53,3
"1386",22,1881,36.4,6.3,2,3,5,4,3
"1387",20,1300,61,10,1,1,1,1,2
"1388",22,5340,90,9,1,1,1,1,1
"1389",22,1660.177890625,41.0390625,7.322265625,2,24,128,47,3
"1390",22,1568.93518518519,31.4444444444444,4.88888888888889,2,5,27,9,2
"1391",21.5,3897,53,7.75,2,2,2,2,1
"1392",20,4412.25,60,9.25,1,1,1,1,1
"1393",22,1417.37103448276,48.2873563218391,7.50287356321839,2,30,87,26,2
"1394",22,1463.48666666667,37.9793510324484,6.55014749262537,3,56,339,137,2
"1395",22,1590.67428362573,36.9956140350877,7.09283625730994,4,36,684,204,2
"1396",22,1366.51592057762,38.3754512635379,6.85559566787004,3,41,277,101,2
"1397",22,1379.11002793296,31.3296089385475,5.14175977653631,5,16,358,49,2
"1398",21,922.944691358025,33.2222222222222,6.0462962962963,3,14,81,27,4
"1399",22,1478.22191011236,41.4606741573034,6.47191011235955,2,8,89,37,2
"1400",22,1278.00733333333,26.2,4.68333333333333,2,1,15,12,2
"1401",21.5,1792.36538461538,34.5,5.05769230769231,2,6,26,18,3
"1402",21.5,1746.46875,25.875,4.78125,2,4,8,4,3
"1403",20,1311.323,25.7,5.15,1,3,10,6,2
"1404",21,845,44.1666666666667,6.5,1,6,12,4,4
"1405",22,1350.92287735849,37.5801886792453,6.87028301886792,3,38,212,86,2
"1406",23,1100,28,5,1,1,1,1,4
"1407",22,1279.0938071066,38.4162436548223,6.58502538071066,3,37,197,70,2
"1408",25.5,2708,35.5,6,2,1,2,2,1
"1409",22,1615.82788461538,42.5384615384615,7.21057692307692,3,48,260,98,3
"1410",22,1810.52746031746,34.6825396825397,6.80555555555556,3,15,63,37,3
"1411",25,1167,36.1818181818182,7.84090909090909,2,7,11,7,4
"1412",22,1316.25125,33.725,6.6125,2,15,40,23,2
"1413",22,1329.60368421053,40.0526315789474,6.93421052631579,2,5,19,12,2
"1414",25,439,33,4,1,1,1,1,4
"1415",22,1626.54590163934,48.0327868852459,7.57991803278689,2,22,122,50,3
"1416",26,1575,15,4.5,1,1,1,1,2
"1417",22,1661.23349693252,35.6533742331288,6.9114263803681,6,67,652,211,3
"1418",27,1324.75,42,8,1,1,2,2,2
"1419",22,1510.51253968254,36.5357142857143,6.89384920634921,4,45,252,92,2
"1420",22,1336.70958333333,54.1666666666667,7.86458333333333,1,5,24,14,2
"1421",38,2403.04,42,9,1,1,1,1,1
"1422",20.5,2767,49.5,8,2,3,4,3,1
"1423",22,1438.13757575758,44.3901515151515,7.58333333333333,2,52,264,87,2
"1424",20,4071.4,61.6,9,1,1,5,3,1
"1425",22,1720.20882591093,36.3805668016194,7.03643724696356,4,40,247,102,3
"1426",22,1636.2842739726,43.2931506849315,7.57876712328767,3,60,365,117,3
"1427",22,2702.82571428571,51.4285714285714,7.71428571428571,1,1,7,3,1
"1428",22,1006.6,49.5333333333333,5.93333333333333,2,5,15,9,4
"1429",22,1685.89583333333,35.7916666666667,6.08333333333333,2,11,24,14,3
"1430",22,1645.66666666667,40,8.66666666666667,2,1,3,3,3
"1431",22.5,1966,25.5,4.875,2,1,2,2,3
"1432",25,1050,30,3.5,1,1,1,1,4
"1433",22,1604.14411042945,37.2730061349693,7.39953987730061,4,58,326,110,3
"1434",22,2059.83333333333,22,7,1,3,6,5,3
"1435",22,1036.355,47.25,7.625,2,3,4,3,4
"1436",22.5,1567.29166666667,34.0833333333333,7.60416666666667,2,11,12,8,2
"1437",22.5,585,47.5,4.5,1,2,8,2,4
"1438",22,1784.92,52.36,8.95,2,8,25,11,3
"1439",22,1539.42191352346,37.4038638454462,7.19894204231831,4,72,1087,288,2
"1440",22,1432.92362068966,37.0862068965517,6.66120689655172,2,51,290,104,2
"1441",22,1374.2274863388,33.4043715846995,6.05191256830601,3,16,183,60,2
"1442",21,1374.82795121951,39.3804878048781,6.95975609756098,4,26,205,76,2
"1443",22,1376.0825,45.5208333333333,7.47916666666667,2,3,48,26,2
"1444",22,1482.22043478261,43.695652173913,6.75,2,5,23,17,2
"1445",24,2212.22333333333,47.3333333333333,7.79761904761905,2,3,21,17,1
"1446",24.5,1281,26.5,4.5,1,1,2,1,2
"1447",21,1094.77454545455,32.7272727272727,6.88636363636364,2,3,11,5,4
"1448",22,1474.29324444444,38.0911111111111,7.49222222222222,3,55,450,145,2
"1449",21,520,28.6666666666667,4,1,1,3,1,4
"1450",21,1134.68444444444,33.8333333333333,6.84722222222222,2,5,36,18,4
"1451",21,1758.58625,37.8125,7.1875,2,7,16,12,3
"1452",22,963.888888888889,21.7777777777778,4.61111111111111,2,2,9,3,4
"1453",22,1811.01885057471,42.8199233716475,7.5,4,50,261,85,3
"1454",20,2700,60,9,1,1,1,1,1
"1455",22,1852.12467455621,42.9408284023669,7.4896449704142,3,40,169,60,3
"1456",22,390,18,3,1,1,1,1,4
"1457",22,1450.11798295455,35.0681818181818,6.70383522727273,2,50,352,127,2
"1458",21,1443.8680952381,33.4285714285714,5.64285714285714,1,3,21,13,2
"1459",22,1435.42889908257,47.4128440366973,7.96330275229358,2,28,109,34,2
"1460",23,1170,60,9,1,1,1,1,4
"1461",21,1720.64,23,5,1,1,1,1,3
"1462",22,1597.34327623126,40,7.08297644539615,3,55,467,154,2
"1463",22,1580.70024096386,36.3253012048193,7.15060240963855,4,30,415,109,2
"1464",22,1724.77344827586,41.551724137931,6.25862068965517,3,7,29,15,3
"1465",22,1825,37.5,6.5,1,1,2,2,3
"1466",23,3040.875,46.5,7.375,2,2,2,2,1
"1467",23,1530.61090277778,33.2847222222222,6.51909722222222,2,25,144,71,2
"1468",22.5,1618.5,18.5,5.25,1,1,2,2,3
"1469",22,1459.78974358974,36.2222222222222,6.83653846153846,3,47,234,97,2
"1470",24,2421.36,35.8,7,2,2,5,5,1
"1471",21,1869.03,34,7,1,1,1,1,3
"1472",22,1430.97222222222,32.6969696969697,6.42424242424242,3,41,99,48,2
"1473",22,1431.42138888889,39.2037037037037,7.0625,3,30,108,47,2
"1474",22.5,1265.1875,44.875,6.59375,2,2,8,3,2
"1475",21,876.666666666667,40,4.33333333333333,2,2,3,3,4
"1476",22,1650.11538461538,47.8076923076923,7.33653846153846,2,9,26,13,3
"1477",22,1742.71221198157,34.6221198156682,6.3110599078341,3,28,217,104,3
"1478",22,1645.8180733945,44.0366972477064,7.5848623853211,4,10,109,46,3
"1479",21,1289.8125,41.5,6.09722222222222,2,5,36,17,2
"1480",30,910,30,7,2,1,2,2,4
"1481",22,1435.53791666667,26.4583333333333,6.02083333333333,3,13,24,17,2
"1482",22,1692.61278026906,33.2600896860987,6.7567264573991,3,30,223,84,3
"1483",22,2536,52.1666666666667,8.58333333333333,2,2,6,4,1
"1484",23,2372.5625,45,6.5625,2,3,4,3,1
"1485",21,1437.79666666667,23.3333333333333,4.16666666666667,1,3,3,2,2
"1486",23,1278.4,27,4,1,1,1,1,2
"1487",22,1381.75735294118,37.2794117647059,6.56617647058824,2,21,68,25,2
"1488",21.5,707.5,34.6666666666667,5,1,2,6,3,4
"1489",22,1168.78571428571,55.2857142857143,9,1,6,7,4,4
"1490",21,2167.65715328467,48.992700729927,8.74270072992701,3,26,137,46,1
"1491",21,853.333333333333,34,5.33333333333333,1,2,3,2,4
"1492",21,1463.61089430894,45.3739837398374,7.15650406504065,1,22,123,39,2
"1493",22,1268.67208661417,34.1870078740157,5.94635826771654,5,62,508,141,2
"1494",22,1226.72093167702,34.6832298136646,6.03416149068323,4,40,161,59,2
"1495",27,1000,30,5,1,1,1,1,4
"1496",21,1466.21052469136,38.1141975308642,6.77932098765432,2,39,324,104,2
"1497",22,1230.91514492754,31.4692028985507,5.60778985507246,4,55,552,162,2
"1498",23.5,938.75,12.25,4.875,2,3,8,5,4
"1499",21,1309.27468899522,45.4641148325359,6.89473684210526,4,23,209,59,2
"1500",23,1553.64833333333,33.2083333333333,5.58333333333333,1,10,24,12,2
"1501",20.5,1195.65,42.5,6.15,1,4,10,6,4
"1502",20,740,30,4,1,1,1,1,4
"1503",23,933.25,29.7391304347826,4.05434782608696,1,8,23,19,4
"1504",22,1300,25,5.66666666666667,1,1,3,2,2
"1505",22,1125.5,22.8,7.55,1,2,5,3,4
"1506",22,1173.16924157303,35.626404494382,5.66502808988764,3,50,356,125,4
"1507",22,1055.36085714286,39.4857142857143,6.91428571428571,2,8,35,14,4
"1508",22,1052.05333333333,20,3.05555555555556,1,5,9,4,4
"1509",22,933.719873417721,44.1645569620253,6.32278481012658,2,13,79,16,4
"1510",22,1153.06117647059,34.1764705882353,5.73529411764706,1,8,17,9,4
"1511",22,1157.54684210526,35.5263157894737,5.83333333333333,2,26,171,36,4
"1512",21,1309.05729927007,38.0036496350365,6.77098540145985,3,35,274,92,2
"1513",22,1163.28,39.8166666666667,6.17916666666667,1,14,60,27,4
"1514",23,1288.14142857143,23,5.64285714285714,2,1,7,7,2
"1515",22,1178.27623188406,32.4927536231884,5.21739130434783,3,18,69,22,4
"1516",22,1192.15751196172,33.7081339712919,5.15968899521531,6,48,418,166,2
"1517",21,916.020476190476,39.4285714285714,5.5,1,10,21,13,4
"1518",21.5,1128.93526315789,28.5789473684211,4.76315789473684,2,11,38,22,4
"1519",22,1094.23457142857,35.4816326530612,5.87551020408163,3,33,245,72,4
"1520",21,1567.76536842105,40.2736842105263,7.53157894736842,2,25,95,40,2
"1521",22,1066.57666666667,28.3333333333333,4,1,3,3,3,4
"1522",22,1152.06333333333,33.2142857142857,5.30357142857143,3,27,126,38,4
"1523",22,1264.83836065574,33.6284153005465,5.72814207650273,2,26,183,53,2
"1524",21,1215.64425,34.9833333333333,6.0875,2,26,120,48,4
"1525",23,1493.14571428571,34.8857142857143,5.50714285714286,2,16,35,19,2
"1526",22,1231.1725,29.125,4.578125,1,8,16,8,4
"1527",23,1550,26,4.5,1,1,1,1,2
"1528",22,1429.29729241877,31.7870036101083,5.59296028880866,3,47,277,144,2
"1529",23,1180.57564516129,28.2096774193548,5.12298387096774,3,19,124,65,4
"1530",30,1500,30,5,1,1,1,1,2
"1531",23,1273.83590909091,23.5454545454545,4.92045454545455,3,5,22,17,2
"1532",23,1644.78774193548,29.5806451612903,5.78225806451613,2,7,31,16,3
"1533",22,1300,40.6666666666667,6,1,2,3,2,2
"1534",22,1388.44447368421,36.5438596491228,5.79166666666667,2,26,114,49,2
"1535",22.5,1208.372,28.7,5,1,1,10,1,4
"1536",22,1319.68511811024,36.0944881889764,5.99606299212598,3,28,127,54,2
"1537",22,1432.70545454545,29.8181818181818,5.375,2,4,22,12,2
"1538",23,1597.96296296296,37.3703703703704,6.98148148148148,2,11,27,12,3
"1539",22,3493.75,62,10.75,1,1,1,1,1
"1540",22,1139.64509433962,32.811320754717,4.91981132075472,3,19,53,18,4
"1541",21,1247.35193548387,34.6774193548387,6.17741935483871,3,8,62,25,2
"1542",25.5,1049.5,34.75,4.25,1,2,4,2,4
"1543",23,1290.79458333333,35,6.69791666666667,2,9,48,22,2
"1544",20,1910,30,5,1,1,5,2,3
"1545",22,1330.59261538462,33.6769230769231,5.25384615384615,1,25,65,25,2
"1546",19.5,974.01,27,4,1,2,2,2,4
"1547",21,1624.15625,42.75,6.078125,1,6,16,8,3
"1548",22,1664.36046511628,34.6279069767442,5.2906976744186,1,6,43,6,3
"1549",22,1394.04666666667,40.6666666666667,5.16666666666667,1,1,3,2,2
"1550",21,1427.60714285714,30.4761904761905,4.44047619047619,1,4,21,6,2
"1551",22,1538.5,36.52,6.3,1,10,25,7,2
"1552",25.5,1137.5,30,3.5,1,1,2,1,4
"1553",21,1619.64285714286,32,4.78571428571429,1,3,7,3,3
"1554",20,1389.1,30,4.275,1,2,10,2,2
"1555",22,1515.85375,33.3541666666667,5.31770833333333,1,18,48,18,2
"1556",21.5,1046.91625,21.25,3.71875,1,6,16,5,4
"1557",21,1442.1125,32.75,4.7375,1,5,20,6,2
"1558",21.5,1795.6,34.7,5.525,1,4,10,6,3
"1559",22,1427.3573354232,30.9090909090909,5.77351097178683,6,48,319,149,2
"1560",22,1331.613,35.4481481481481,5.99351851851852,2,27,270,95,2
"1561",23,1172.54878787879,35.3030303030303,5.38636363636364,2,13,33,22,4
"1562",22,1653.08757575758,32.4848484848485,5.40151515151515,3,12,33,17,3
"1563",22,1418.78571428571,30.5714285714286,5.57142857142857,2,4,7,5,2
"1564",22,1425.83278106509,34.7278106508876,5.89940828402367,4,17,169,85,2
"1565",22.5,1287.33333333333,26.5,4.5,1,3,6,3,2
"1566",21.5,1467.15166666667,34.5625,5.59375,1,23,48,20,2
"1567",22,1085.76136363636,38.5,4.55681818181818,3,5,22,8,4
"1568",22,925,34,5,1,1,1,1,4
"1569",20.5,1562.625,36.25,5.71875,1,5,8,6,2
"1570",22,1308.09168421053,36.3684210526316,5.62894736842105,2,13,95,33,2
"1571",23.5,1464.75,26.25,4.0625,1,2,4,2,2
"1572",22,1342.41404255319,35.7659574468085,6.04787234042553,1,6,47,21,2
"1573",21,1701.86538461538,43.6923076923077,7.23076923076923,4,4,13,6,3
"1574",23,1099.6,31.8,5,1,1,5,4,4
"1575",23,1339.6508988764,29.1123595505618,6.34269662921348,5,23,89,47,2
"1576",22,1549.29166666667,33.2666666666667,5.55,3,6,30,12,2
"1577",24,1610.375,31.75,5.5,2,10,16,9,3
"1578",24,801.01,30,3,1,1,1,1,4
"1579",21,1533.22857142857,30.2142857142857,4.94642857142857,3,9,14,7,2
"1580",21,1696.62727272727,31.2272727272727,4.84090909090909,1,13,22,6,3
"1581",22,1317.82502538071,31.5634517766497,5.8248730964467,5,33,197,99,2
"1582",22,1294.08873333333,34.5066666666667,5.85166666666667,4,23,150,53,2
"1583",22,1415.34725490196,33.6274509803922,5.8578431372549,3,16,51,31,2
"1584",22,1088.58,23.68,4.71,2,9,25,19,4
"1585",23.5,1731.25,32.5,6.15625,1,2,8,8,3
"1586",23,1085.83333333333,27.1111111111111,4.47222222222222,1,3,9,4,4
"1587",22,1479.2203125,30.34375,5.375,1,14,32,19,2
"1588",22,1055.51619047619,34.1904761904762,4.75595238095238,2,7,42,20,4
"1589",20,1318.89473684211,30.7368421052632,5.55263157894737,1,3,19,6,2
"1590",21,1005.25731707317,28.4390243902439,4.26219512195122,1,6,41,22,4
"1591",22,1167.10026315789,25.0263157894737,5.17105263157895,2,7,38,21,4
"1592",21.5,1327.7415,32.45,5.0125,2,10,20,11,2
"1593",22,1823.421875,35.375,5.46354166666667,3,15,48,23,3
"1594",22,1180.96157894737,32,5.82236842105263,1,11,38,17,4
"1595",22.5,1505,23.5,4.75,1,2,4,2,2
"1596",21,1338.63888888889,41.2222222222222,6,3,6,18,10,2
"1597",21,1365,24,6,1,2,4,2,2
"1598",23,1033.05555555556,25.8888888888889,4.97222222222222,1,5,9,4,4
"1599",21,1439.96153846154,39.6923076923077,5.86538461538461,2,4,13,8,2
"1600",21,918.333333333333,28,4.33333333333333,1,4,6,5,4
"1601",21,1424.94117647059,30.6470588235294,4.39705882352941,1,5,17,5,2
"1602",22,1501.37822115385,30.8317307692308,5.75240384615385,4,69,416,161,2
"1603",21,990.208,24,4.2,1,4,5,3,4
"1604",21,1263.94,39.5,5.9375,1,3,8,5,2
"1605",22,2692.34875,31.6666666666667,5.4375,2,7,24,12,1
"1606",23,797.466666666667,30.7142857142857,4.02380952380952,3,8,21,11,4
"1607",22,1226.9938372093,33.3139534883721,5.80523255813953,2,18,86,35,2
"1608",22,1567.91945422535,36.8450704225352,6.57746478873239,5,55,568,181,2
"1609",23,1287.43521505376,29.2043010752688,5.23252688172043,4,13,186,49,2
"1610",22,1577.14666666667,25,4.86666666666667,2,5,15,13,2
"1611",22,1248.14458333333,25.0625,4.44791666666667,2,17,48,23,2
"1612",24,825,15,3,1,1,2,1,4
"1613",23,931.25,43.75,8.625,2,2,4,3,4
"1614",22,934.732380952381,34.2857142857143,5.23809523809524,2,9,21,11,4
"1615",22,1464.90666666667,38.625,6.03125,2,14,48,21,2
"1616",36,1110,22.5,3,1,1,2,1,4
"1617",22,1058.36875,27.03125,4.5234375,2,6,32,12,4
"1618",22,1382.89571428571,35.6785714285714,5.94196428571429,3,16,56,28,2
"1619",21,869.338,30,4.4,1,2,5,3,4
"1620",21,1332.52796296296,27.0740740740741,6.13888888888889,1,13,54,16,2
"1621",22,1335.39117318436,32.659217877095,5.16759776536313,3,35,179,70,2
"1622",22,1202.44333333333,33.5555555555556,5.12962962962963,1,12,27,10,4
"1623",23,1603.54,39.48,6.55,2,10,25,12,3
"1624",24,857.5,17.6666666666667,4.75,1,2,3,3,4
"1625",21,738,42.6,6.6,1,3,5,3,4
"1626",22,1513.74806666667,33.87,6.30458333333333,4,51,600,178,2
"1627",23,1849.80069767442,35.7209302325581,6.55813953488372,2,6,43,24,3
"1628",24,2779.81,45.7142857142857,10.1428571428571,2,2,7,7,1
